audio_path,transcription
common_voice_as_20870772.mp3,উকিলৰ প্ৰশ্ন শুনি খেতিয়ক জনে উত্তৰ দিলে
common_voice_as_20870773.mp3,আৰু তেওঁৰ আগৰ পৰা নাইকিয়া হ'লে পাহৰিছিল।
common_voice_as_20870774.mp3,কানায়ে ৰজাৰ আগত আঁঠু লৈ ক'লে।
common_voice_as_20870775.mp3,"বাইকৰ শ্ব'ৰুমৰ লগতে যে আছে ""দৰৱ"" নামৰ ঔষধৰ দোকানখন, সেইখনৰ কথা কৈছোঁ।"
common_voice_as_20878095.mp3,"টিকেট পোৱা নাই, পূৰা হাউচফুল।"
common_voice_as_20878096.mp3,মাছটোৰ কথা শুনি আনবোৰ মাছ বগলীৰ লগত যাবলৈ সাজু হ'ল।
common_voice_as_20878097.mp3,এতিয়াই মই তোমাক ছ'ছেজ আৰু ভাল ভাল পিঠা আনি দিওঁ।
common_voice_as_20878098.mp3,অন্যহাতে দাক্ষিণাত্যত ব্ৰিটিছৰ সাফল্যই বোম্বাইক সকলো প্ৰকাৰ দেশীয় শক্তিৰ আক্ৰমণৰ হাতৰ পৰা মুক্তি দিয়ে।
common_voice_as_20878099.mp3,মই ভায়েকহঁতক নিচিনো যদিও মণ্ডলক চিনি পাওঁ।
common_voice_as_20878105.mp3,ইফালে দেৱযানীয়ে পিতৃ শুক্ৰাচাৰ্য্য আৰু প্ৰণয় প্ৰাৰ্থী কচক সমানেই ভাল পাইছিল।
common_voice_as_20878106.mp3,ওচৰতে হোৱাত তেওঁ এইবোৰ কামলৈ আজৰি উলিয়াবলৈ সুযোগ পাইছিল।
common_voice_as_20878107.mp3,লগতে কচক বচাবলৈ গ'লে নিজৰ আসন্ন মৃত্যু।
common_voice_as_20878108.mp3,"যথাৰীতি কাম আৰম্ভ কৰিলে, কন্যা অনা হ'ল, বিধিমতে সম্প্ৰদান হৈ গ'ল।"
common_voice_as_20878109.mp3,সেই দীঘলীয়া যাত্ৰাত তাইৰ অকণো ভয়-সংশয় মনলৈ নাহিলে।
common_voice_as_22634699.mp3,এইমাত্ৰ চাৰিআলিৰ পৰা আহিলোঁ।
common_voice_as_22634723.mp3,তাৰ পাচত গা ধুই গোঁসাই-সেৱা কৰিলে।
common_voice_as_22634736.mp3,"আকৌ পলাইছে, এই বাতৰি ক্ৰমে ডালিমীৰ কাণতো পৰিল।"
common_voice_as_22634769.mp3,"দৌৰত আঠ হাত নল গৈয়েই, ছোৱালীজনী উজুতি খাই পৰিল।"
common_voice_as_22634793.mp3,সেই দেখি সুধিবলৈ আহিছোঁ। বিয়াৰ কি হ'ল?
common_voice_as_22634812.mp3,দোষ কৰি সংশোধনৰ কাৰণে শাস্তি পাই ভাবিছিলোঁ
common_voice_as_22634821.mp3,লভিতাহঁতে উত্তেজিত হৈ বাহিৰৰ ফালে চাবলৈ ধৰে।
common_voice_as_22634827.mp3,মধু শৰ্মা দেউতাৰ সহকৰ্মী আৰু বন্ধু।
common_voice_as_22634841.mp3,তই আজি মোৰ গাত নতুন বল দিলি।
common_voice_as_22634846.mp3,এৰ বুলিছোঁ ভালে ভালে।
common_voice_as_22634860.mp3,সৰু থাকোতে সাধুটো মাৰ মুখত শুনিছিলোঁ।
common_voice_as_22634907.mp3,চাহাবক কৈ যাতে মণিক দহ দিনৰ ছুটী দিয়ায় তাৰো ব্যৱস্থা কৰিলে।
common_voice_as_22634948.mp3,সেই বিষয়ে চিন্তা কৰিব নালাগে।
common_voice_as_22634950.mp3,এই ৰঙা বটলটো কাৰ?
common_voice_as_22634952.mp3,এই সমগ্ৰ ঘটনাক্ৰম পৰ্যবেক্ষণ কৰিলে দেখা যায়।
common_voice_as_22634964.mp3,বিয়াঘৰীয়া ল'ৰা-ডেকাৰ দলটোও তেওঁ মতাই আনিলে।
common_voice_as_22635020.mp3,অত্যন্ত প্ৰয়োজনীয় কামটোতকৈও আপোনাৰ শিশুটিৰ স্বাস্থ্যৰ খেয়াল ৰখাটো আপোনাৰ বাবে বেছি প্ৰয়োজনীয়।
common_voice_as_22635064.mp3,কৌশলী মানুহৰ জ্ঞান আৰু বিশ্লেষণাত্মক দক্ষতাসমূহৰ অনুকৃতি সৃষ্টি কৰিব পাৰিছিল।
common_voice_as_22635069.mp3,তিনিআলি গৈ পাই মোক কল কৰিব।
common_voice_as_22635080.mp3,তেতিয়াৰ কথা সিমানতে শেষ কৰি বায়েকে মণিক মুখ ধুবলৈ দিলে আৰু চাহ আনিলে।
common_voice_as_22635089.mp3,"দুয়ো একে জাকতে থাকিল, এৰা-এৰি নকৰিলে।"
common_voice_as_22635106.mp3,তাৰ ভিতৰলৈ এবাৰ সোমোৱা হলে আৰু ওলাব নোৱাৰিলা হেতেন।
common_voice_as_22635137.mp3,বাপেকে দেখিলে সৰ্বনাশ।
common_voice_as_22635155.mp3,তৎক্ষণাৎ চোৰেও এটা বুধি উলিয়ালে।
common_voice_as_23362093.mp3,"ঘৰ-দুৱাৰ সকলোৰে একেই, বাঁহ, খেৰেৰে তৈয়াৰী।"
common_voice_as_23362094.mp3,দেউতা আৰু চক্ৰবৰ্তী প্ৰথম শ্ৰেণীৰ ডবা এটাত বহিছে।
common_voice_as_23362095.mp3,এই কথা মহাভাৰতৰ শান্তিপৰ্ব্বত উল্লেখ আছে।
common_voice_as_23362096.mp3,ইলাইজা মই তোমাৰ উপযুক্ত স্বামী হ'বলৈ চেষ্টা কৰিম।
common_voice_as_23362097.mp3,তথাপিও ই গতানুগতিক নাটকৰ শাৰীত নপৰে।
common_voice_as_23362098.mp3,ককাই তই চৰাইবিলাকক কি শিকাইছ?
common_voice_as_23362099.mp3,পাছত অন্য এজনৰ ডাঙৰ লৰাৰ দ্বাৰা কাম সমাধা হৈছিল।
common_voice_as_23362100.mp3,সেই সময়ত দুষ্ট হাতীটোৱে আহি সেই পিঠাগুড়িবোৰ খাই পেলালে।
common_voice_as_23362101.mp3,কেতিয়াবাহে দুজন এজন ৰেলত কাম কৰা মানুহে ৰেলৰ পাছ লৈ প্ৰথম শ্ৰেণীত উঠিছিল।
common_voice_as_23362102.mp3,তেৱেঁই নীলাচল পাহাৰত প্ৰথম এই মন্দিৰ প্ৰতিষ্ঠা কৰিছিল।
common_voice_as_23362103.mp3,পি এল অলোৰাৰ গণিত কিতাপখন আছেনে?
common_voice_as_23362104.mp3,তেওঁ এটি ঘৰৰ এটা খোটালিত এখন শোৱা পাটীত বহি কিবা ভাবত মগন।
common_voice_as_23362105.mp3,কোনো এখন গাঁৱত ফৰিং নামেৰে এটা খেতিয়ক মানুহ আছিল।
common_voice_as_23362106.mp3,যাহক এতিয়া আৰু কান্দিবৰ সময় নাই।
common_voice_as_23362107.mp3,তাৰ পিছত ৰজাই তেজাক লৈ নিজৰ নগৰলৈ গুচি আহিল।
common_voice_as_23362109.mp3,ৰ'ব! সাধুটো ইমানতো শেষ হোৱা নাই।
common_voice_as_23362110.mp3,যি ব্যাক্তিয়ে ফজৰৰ পূৰ্বে ৰোজাৰ নিয়ত নকৰে তাৰ কোনো ৰোজা নাই।
common_voice_as_23362111.mp3,লক্ষ্যহীন জীৱন বঠা নকথা নাৱৰ দৰে।
common_voice_as_23362112.mp3,কিন্তু মই সদায়েই গভীৰ বিশ্বাসী আত্মীয়সকলৰদ্বাৰা আবৃত আছিলোঁ।
common_voice_as_23362113.mp3,ঘৈণীয়েকে ভিতৰৰ পৰা সকলো শুনিছিল।
common_voice_as_23362114.mp3,সমৰ্থকৰ সংখ্যাও বহুত বেছি।
common_voice_as_23362115.mp3,অসমীয়া সাধাৰণ গাঁৱলীয়া ছোৱালীৰনো চৰিত্ৰবল কেনে
common_voice_as_23362116.mp3,শংকৰদেৱে দুবাৰ তীৰ্থ ভ্ৰমণ নকৰা হ'লে তেওঁক হয়তো এজন বিদগ্ধ পণ্ডিত ৰূপত নাপালোঁহেঁতেন।
common_voice_as_23362117.mp3,পিতাকক কিৰ্পিন বুলি হাঁহে সেই লাজতে পুতেকে বাগিচাৰ কামত আৰু হাত দিয়া নাই।
common_voice_as_23362118.mp3,সৌখিন বস্তুলৈ হেপাহ হোৱা একেবাৰে অনুচিত
common_voice_as_23362119.mp3,"সকলো লাজ, সকলো অপমান কাতি কৰি থৈও বুঢ়া তামেদ-নিৰমাৰ ঘৰলৈ আহিল।"
common_voice_as_23362120.mp3,পূৰ্বতে এই ভূখণ্ড কামৰূপ আৰু প্ৰাগজ্যোতিষপুৰ ৰাজ্য নামেৰে প্ৰসিদ্ধ আছিল।
common_voice_as_23362121.mp3,"ল'ৰা ছোৱালীবোৰৰ বাহিৰত খেলা-ধূলা কমিছে, ভিডিঅ' গেম, টিভি আদিৰ উপদ্ৰৱ বাঢ়িছে।"
common_voice_as_23362122.mp3,চাৰিও কাষৰৰ বায়ুতকৈ এই ভাপবিলাক পাতল বুলি লাহে লাহে ওপৰলৈ উঠিব ধৰে।
common_voice_as_25078485.mp3,এইবাৰ মই ছয়-সাত মাহলৈকে বিদেশলৈকে যাওঁ।
common_voice_as_25078486.mp3,ৰাতি আঠটা বাজিছে।
common_voice_as_25078487.mp3,চকুৰ সমস্যাৰ মাজতো কিতাপ লিখাৰ কাম কৰি গৈছে।
common_voice_as_25078488.mp3,আজি আমাৰ ষ্টাফ অলপ কম আছে।
common_voice_as_25078489.mp3,বয়স বঢ়াৰ লগে লগে তেওঁ- লোকৰ মনতো যে তেনে ভাব খেলাইছিল তাত সন্দেহ নাই।
common_voice_as_25078523.mp3,ইয়াকে ভাবি এজন নামজলা উকিলৰ ওচৰলৈ গৈ কলে
common_voice_as_25078524.mp3,মেলুহাৰ চৰ্চিত ৰক্ষাকৰ্তা শিৱই তেওঁৰ বন্ধু বৃহস্পতিৰ হত্যাকাৰী।
common_voice_as_25078525.mp3,যি কোনাে জাতিৰ ভিতৰত বহল হৈ পৰে সেয়ে জাতিটিৰ ভাবৰাজ্য গঢ়ি তোলে।
common_voice_as_25078526.mp3,এনেকৈযে চাৰি বছৰ মৰি ঘূৰি শেহত তেওঁ কলিয়াবৰতেই এখন বাগিচাত মহৰী-কাম পায়।
common_voice_as_25078527.mp3,আহোম ৰাজবংশই যোৰহাটত ৰাজধানী স্থাপন কৰিছিল।
common_voice_as_25078528.mp3,ৰামচন্দ্ৰই পিতাৰ আজ্ঞাত ৰাজ্য এৰি বনবাস খাটিছিল।
common_voice_as_25078529.mp3,"সক্ষমতা বা অক্ষমতা দেখুৱাইছে, তাকেইহে এই নাটকত পাব।"
common_voice_as_25078530.mp3,মানুহটোৱে পেঁপুৱা লাগি কঁপে
common_voice_as_25078531.mp3,কাজিৰঙা ৰাষ্ট্ৰীয় উদ্যান অসমৰ নগাঁও আৰু গোলাঘাট জিলাত অৱস্থিত এখন ৰাষ্ট্ৰীয় উদ্যান।
common_voice_as_25078532.mp3,এজন পণ্ডিতৰ হতুৱাই দিন বাৰ চোৱাই বহাগৰ চৌবিশ তাৰিখে বিয়া পাতিবলৈ স্থিৰ কৰিলে।
common_voice_as_25078533.mp3,"আৰু ক'লে- ""জংকি বাৰু বিচাৰিবলৈ যা।"""
common_voice_as_25078534.mp3,আগদিনা ইমান আগ্ৰহেৰে আগ বাঢ়ি পিচ দিনা পলাব কিয়?
common_voice_as_25078535.mp3,নোৱাৰোঁ কি মই আৰু একো কামকে নকৰোঁ।
common_voice_as_25078536.mp3,"আনটো কাৰণ হ'ল, বয়সষ্ঠ লোকসকল এটা সময়ত নিঃসংগ হৈ পৰে।"
common_voice_as_25078537.mp3,"পৰহিয়েই আহিলা,তেও দেখাকে দিয়া নাই।"
common_voice_as_25081966.mp3,"নাই বন্দুক, নাই বৰতোপ, নাই উৰাজাহাজ"
common_voice_as_25081967.mp3,"চকুৰ লগত সম্পৰ্ক থকা আনুষংগিক আৰু কিবা বেলেগ সমস্যাও আছে, তেন্তে সেই সম্ভাৱনা কম।"
common_voice_as_25081968.mp3,এনেতে তেজেৰে ৰাঙলী হৈ লভিতা আধা পাগলীৰ দৰে ওলাই আহে।
common_voice_as_25081969.mp3,"এজনে ক'লে- ""মণিৰ লগত বিয়াখন পাতিব পৰা হ'লে বেয়া নহ'লহেঁতেন।"""
common_voice_as_25081970.mp3,মহাভাৰত খ্যাত পিতামহ ভীষ্মই শুক্ৰাচাৰ্য্যৰ পৰা ৰাজনীতিৰ শিক্ষা গ্ৰহণ কৰিছিল।
common_voice_as_25093383.mp3,ইফালে আশ্ৰম এৰি কচ স্বগৃহলৈ উভতি যোৱাৰ বাতৰি পাই দেৱযানী বাউলী হৈ পৰিল।
common_voice_as_25093384.mp3,"মই কলিয়াবৰলৈ গৈছিলোঁ, এতিয়া অহাতে আছোঁ।"
common_voice_as_25093385.mp3,তাকে মুখ ফুটাই ক'ব নোৱাৰি আঁতৰি গৈছে।
common_voice_as_25093386.mp3,এনেকৈ মৰা মানুহ এটা লোকৰ ছোৱালী এজনীৰ টেটুত আঁৰি দিবা কিয়?
common_voice_as_25093387.mp3,আনক নকলেও মই তেওঁক সঁচা কথা ক'বলৈ বাধ্য।
common_voice_as_25093388.mp3,কোৰআন শ্বৰীফ ইছলাম ধৰ্মৰ মূল ধৰ্মগ্ৰন্থ।
common_voice_as_25093389.mp3,তোক ইয়াৰ পৰা কোনেও লৈ যাব নোৱাৰে।
common_voice_as_25093390.mp3,তাৰ পাচত সমাজৰ আৰু তাৰ পাচত দেশৰ প্ৰতি কৰ্তব্য অবহেলা কৰা পাপে মোক চুব।
common_voice_as_25093391.mp3,মোৰ সৰুতে আই-বোপাই মৰিল।
common_voice_as_25093392.mp3,"নিদিওঁ, তই কি কৰিবি?"
common_voice_as_25093403.mp3,সিহঁতৰ মাত দূৰৰ পৰা মেঘৰ গজনি যেন শুনায়।
common_voice_as_25093404.mp3,"ডালিম পকি সৰি গ'ল, তেজা বাই গাভৰু হ'ল।"
common_voice_as_25093405.mp3,তেতিয়াহে তাৰ ভয় লাগিবলৈ ধৰিলে।
common_voice_as_25093406.mp3,উত্তৰে নগাঁও আৰু গোলাঘাট জিলাৰ অংশ।
common_voice_as_25093407.mp3,দেউতাৰ এইটো কাণ্ড বহুদিন আমাৰ চুবুৰিত চৰ্চাৰ বিষয় বস্তু আছিলে।
common_voice_as_25093424.mp3,"কিন্তু কলিকতা বিশ্ববিদ্যালয়ৰ নিয়ম মতে, ষোল্ল বছৰ পূৰ হলেহে এণ্ট্ৰেন্স পৰীক্ষাত উত্তীৰ্ণ হৱ লাগে।"
common_voice_as_25093425.mp3,ইমান দিনে দুহেজাৰৰ ঠাইত কিজানি চাৰি হেজাৰ পুতিব পাৰিলেহেঁতেন।
common_voice_as_25093426.mp3,ঠিক সাধুও নহয় ভৌতিক কমেডী।
common_voice_as_25093427.mp3,আৰু দক্ষিণে ডিমা হাছাও জিলা আৰু নাগালেণ্ড ৰাজ্য।
common_voice_as_25093428.mp3,অনুবিক্ষণ যন্ত্ৰেৰে চালে বুজিব পাৰিবা যে গছ লতাৰ পাতত অসংখ্য সৰু সৰু বিন্ধা আছে।
common_voice_as_25093439.mp3,এনে সময়ত এজন মানুহ জখলাবন্ধাৰ পৰা শিলঘাটৰ ফাললৈ গৈ আছিল।
common_voice_as_25093441.mp3,নগৰখন আহোম ৰজাই পাতি দিয়া নামনি অসমৰ সেনা প্ৰধান বৰফুকনৰ ঘাটি আছিল।
common_voice_as_25093442.mp3,"উস্! গোলামৰ সঁচ, এতিয়ালৈকে ভাল টোপনিয়েই ভগা নাই।"
common_voice_as_25093443.mp3,"মানুহটোৱে ক'লে- ""ভালকৈ শিক, নিশিকিবি?"""
common_voice_as_25093533.mp3,কোনো প্ৰকাৰে শিয়ালটোৱ দোণটো ডিঙিৰ পৰা গুচাব নোৱাৰিলে।
common_voice_as_25093562.mp3,পাণ্ডুত ৰেলৰ ডাঙৰ ষ্টেচন আৰু জাহাজঘাট।
common_voice_as_25093563.mp3,ডালিমীৰ হৃদয়ত আকৌ দুটি ভাবে খেলিব ধৰিলে।
common_voice_as_25101229.mp3,সংসাৰৰ আন কাম-কাজ বা চিন্তা-ভাৱনাৰ পৰা নিজকে আঁতৰাই ৰাখিছে।
common_voice_as_25101230.mp3,তেতিয়া মাক-জীয়েকে ভাত খালে আৰু শয্যাৰ আশ্ৰয় ল'লে।
common_voice_as_25101231.mp3,আজি এয়া মহাৰাষ্ট্ৰৰ এক আমোদজনক ক্ৰিড়া।
common_voice_as_25101232.mp3,যেতিয়া এখন ঘৰৰ গৃহিণী হ'বা
common_voice_as_25101233.mp3,তই এতিয়া ভৰ বয়সত মোৰ লগত যুঁজি মৰিবলৈ আহিনে?
common_voice_as_25101239.mp3,বৰাধান দোণ দেখি ৰং পাই সিজাই ৰ'দত শুকাই-উবাই চাউল উলিয়াই পিঠাগুৰি খুন্দিলে।
common_voice_as_25101240.mp3,কেলৈ তেওঁ এই দুপৰ ৰাতি ভাবি চিন্তি অস্থিৰ?
common_voice_as_25101241.mp3,শিৱসাগৰলৈকে আহি পাইছে তেওঁলোক।
common_voice_as_25101242.mp3,মণিৰামো সেই কাৰণেই বহুত বাৰ হতাশ হ'ব লগাত পৰিছিল।
common_voice_as_25101243.mp3,আৰু হেনো বাপেকৰ দিনৰে সাঁচি থোৱা টকাও গোটাচেৰেক আছিল।
common_voice_as_25101261.mp3,"বহুতো হিমালয়ৰ শৃংগ হিন্দু, বৌদ্ধ আৰু শিখ ধৰ্মৰ পৱিত্ৰ বুলি ধৰা হয়।"
common_voice_as_25101262.mp3,"এইটোও নিঃসন্দেহ, কাৰণ সেইটোপোলাটো মই নিজ চকুৰে দেখিছিলোঁ।"
common_voice_as_25101263.mp3,বৰ্তমানেও ইয়াত বহুতো পুৰণি মঠ-মন্দিৰ দেখিবলৈ পোৱা যায়।
common_voice_as_25101264.mp3,কেইবামাহ বা বছৰ পিছতহে চিকিৎসক একোজনৰ ওচৰলৈ সন্তানটিক লৈ আনিবলৈ সময় উলিয়াবলৈ সক্ষম হৈছে।
common_voice_as_25101265.mp3,বাহুল্যৰ বৰ্জনৰ স্বাৰ্থত সেই কাহিনী উল্লেখ কৰা নহ'ল।
common_voice_as_25101281.mp3,"ল'ৰা-ছোৱালীহালে মন্ত্ৰীক দেখি ক'লে যে- ""জৰা আৰু জবা আমাৰ।"""
common_voice_as_25101282.mp3,কিন্তু তুলাই ভালকৈ কাপোৰ বব নেজানে।
common_voice_as_25101284.mp3,তেওঁ গণেশক বৃহস্পতিৰ হত্যাকাৰী আৰু সতীৰ আক্ৰমণকাৰী হিচাপে চিহ্নিত কৰে।
common_voice_as_25101286.mp3,এই গ্ৰন্থখনো ব্যতিক্ৰম হ'ব।
common_voice_as_25101288.mp3,গৰোগাই নিজৰ ককালৰ ৰুল মাৰি উলিয়াই মাৰিবলৈ ধৰে।
common_voice_as_25101311.mp3,তাৰ টেটুত ধৰি যেতিয়া চোঁচোৰাই আনিম তেতিয়া সি গম পাব।
common_voice_as_25101313.mp3,"মোৰ প্ৰেম, নাৰীত্বৰ দুৰ্বলতম অংশটোক ব্যৱহাৰ কৰি মোৰ সঁচা প্ৰেমক অপমান কৰিছা।"
common_voice_as_25101315.mp3,কেতিয়াও মদ্যপান কৰাটো উচিত নহয় বুলি অনুভৱ কৰিলে।
common_voice_as_25101317.mp3,"আজি এই পৃথিৱী, বায়ু, পানী অগ্নিক সাক্ষী কৰি, তোমাক অভিশাপ দিলোঁ।"
common_voice_as_25101319.mp3,"পৰিষ্কাৰ-পৰিচ্ছন্নতা, স্বাস্থ্য সুৰক্ষা বিধি, বেমাৰৰ পৰা হাত সৰাৰ সাধাৰণ নিয়ম-প্রণালী আদি।"
common_voice_as_27196854.mp3,ভিতৰত কাৰবাৰ কান্দোন শুনা গ'ল।
common_voice_as_27196855.mp3,"গৰু চৰাওঁতে সদায় তাক লগত লৈ পোক, পৰুৱা, ফৰিং খুৱাই ফুৰে।"
common_voice_as_27196856.mp3,জিলাখনক তিনিখন জিলাত বিভক্ত কৰা হয়।
common_voice_as_27196857.mp3,তহঁতৰ নো খায় কোনে।
common_voice_as_27196858.mp3,থানে অঞ্চলৰ ৱ'চই ৰোড নামৰ ঠাইৰ পৰা।
common_voice_as_27196944.mp3,মাষ্টাৰ গ'লেই হয়
common_voice_as_27196945.mp3,এতিয়া উৰুকাৰ দিনাই ঘৰটো নোলালে নহয়।
common_voice_as_27196946.mp3,সকলোৱে লাহে লাহে গৈ চিত্তৰ তুষ্টিৰে থূপ খাই গল্প আৰম্ভ কৰিবলৈ ধৰিলে।
common_voice_as_27196947.mp3,আকাশত ডাৱৰে দেখা দিলেই তোমালোকে বুজা যে অপলতে বৰষুণ আহিব
common_voice_as_27196948.mp3,"কিনো ৰজা তুমি আভোল-ভোল হ'লা, জেশাহুৰে সৈতে পাশা খেলিলা।"
common_voice_as_27206488.mp3,কিন্তু অধ্যয়নৰ লগে লগে আন কিছুমান গুণো আহৰণ কৰি ল'ব লাগিব।
common_voice_as_27206489.mp3,ইয়াৰ উদ্ভৱ উত্তৰ ভূটানত।
common_voice_as_27206490.mp3,খালি ধিতিঙ্গালি কৰি ফুৰাৰ পৰা কিমান অনিষ্ট হয় তাক বুজিব পাৰিবা।
common_voice_as_27206491.mp3,তদুপৰি ভাৰতৰ বোলছবি উদ্যোগো ইয়াতেই অৱস্থিত।
common_voice_as_27206492.mp3,পেটে পেটে ভাবিলে যে এইটো বৰ আচৰিত কথা।
common_voice_as_27206513.mp3,"আপুনি চাওক, টকা নাপালে মই ইয়াৰ পৰা যাব নোৱাৰোঁ।"
common_voice_as_27206514.mp3,দুঃখিত মনেৰে সোৱণশিৰীৰ মিৰিজাক গুচি গ'ল।
common_voice_as_27206515.mp3,যাৰ অগ্নিকোণৰ সন্ধ্যাচল পৰ্ব্বতত তিনিও সন্ধ্যাৰে পবিত্ৰমন বশিষ্ঠ মুনিৰ আশ্ৰম।
common_voice_as_27206517.mp3,"জুলীয়া আকৃতি যেনে পানী, গোটমৰা আকৃতি যেন বৰফ বা বৰষুণত পৰা শিল"
common_voice_as_27206518.mp3,এই লোমবিলাকৰ নাম ‘কেশৰ’ এই কেশৰৰ পৰা সিংহৰ আকৃতি বৰ সুন্দৰ আৰু গহীন দেখায়
common_voice_as_22015893.mp3,ভাটী বয়সতহে তেওঁলোকৰ এজনী ছোৱালী জন্মে।
common_voice_as_22015895.mp3,তথাপি যেনে তেনে তাতে উঠিল।
common_voice_as_22015898.mp3,সেই দেখি ময়ো সুতহে নালাগে মুলো নিদিওঁ।
common_voice_as_22015901.mp3,কিন্তু কোনো বাতৰি নোপোৱাকৈ বিয়া-ঘৰলৈ অহা তেওঁ উচিত বুলি নাভাবিলে।
common_voice_as_22015902.mp3,এই বিষয়ে মিৰি গাভৰুহঁতৰ ভিতৰত আন্দোলন হ'ব ধৰিলে।
common_voice_as_22015994.mp3,কিবা খোৱা বস্তু বিচাৰিব।
common_voice_as_22015996.mp3,ঐতিহাসিক স্মৃতিচিহ্নৰ কাৰণেও বিখ্যাত।
common_voice_as_22015998.mp3,"সেই নেগুৰখৰা বাঘটোক চোৰটোৱে গলগলীয়া মাতেৰে মাত লগালে- ""খৰা, চাবি, চাবি, চাবি।"""
common_voice_as_22015999.mp3,তই তেন্তে মৰি বৰ ডাঙৰ কামকে কৰিলি।
common_voice_as_22016205.mp3,গান কেইটামান ডাউনল'ড কৰি দেচোন।
common_voice_as_22016206.mp3,স্বাধীনতা অৰ্জনৰ পাছৰ পৰাই বোম্বাই প্ৰেচিডেন্সিৰ অঞ্চলসমূহ বোম্বাই ৰাজ্য নামেৰে ভাৰতৰ অন্তৰ্গত হয়।
common_voice_as_22016207.mp3,"তেওঁৰ ল'ৰা তিনটা ডাঙৰটোৰ নাম মদন, মাজিউটোৰ নাম ৰত্ন আৰু সৰুটোৰ নাম পীতাম্বৰ।"
common_voice_as_22016209.mp3,ভাৰত তেতিয়াও স্বাধীন হোৱা নাছিল।
common_voice_as_22016210.mp3,এই সঞ্জীৱনী বিদ্যা তুমি কেতিয়াও ব্যাৱহাৰ কৰিব নোৱাৰিবা আৰু কৰিলেও সফল হ'ব নোৱাৰিবা।
common_voice_as_22016339.mp3,এন্ধাৰ নিশা নাও এখন লৈ ঘাটত উপস্থিত হ'ল।
common_voice_as_22016340.mp3,বিয়াৰ বন্দবস্ত নোহোৱাত মদনে এইবাৰ কলিয়াবৰৰ ফালে চেষ্টা কৰিবলৈ মন মেলিলে।
common_voice_as_22016341.mp3,বাপেকে কোনফালে মানুহটো পলাই গ'ল পুতেকক সুধিলে
common_voice_as_22016342.mp3,এই ছেটিং সলনি কৰাটো আপোনাৰ ছিষ্টেমৰ বাবে ক্ষতিকাৰক।
common_voice_as_22016343.mp3,তাৰ চালৰ খেৰবোৰ উৱঁলি গৈছে দেখি উৰুখি বৰষুণত পানী পৰে।
common_voice_as_22030167.mp3,ইয়াক উত্তৰ-পূব ভাৰতৰ 'প্ৰৱেশদ্বাৰ' বুলিও কোৱা হয়।
common_voice_as_22030174.mp3,"য'তেই এনে অংশ পৰিল, তাতেই একোখন তীৰ্থস্থান গঢ়ি উঠিল।"
common_voice_as_22030178.mp3,দেৱীয়ে দেখিলে কথা বিষম।
common_voice_as_22030183.mp3,তেও নো বাৰু ঈশ্বৰে ইমান শাস্তি দিব লাগেনে?
common_voice_as_22030186.mp3,চাৰে চাৰি বজাত চিতাপুৰৰ পৰা ওলালেহে আমাৰ সময় মিলিব।
common_voice_as_22030337.mp3,দয়াৰামৰ বাতৰি এক প্ৰকাৰ পোৱাই গ'ল।
common_voice_as_22030342.mp3,ছাত্র-জীৱনৰ প্রধান উদ্দেশ্য হ'ল অধ্যয়ন।
common_voice_as_22030349.mp3,মই দেউতা এনে কাম কেতিয়াও কৰা নাই আৰু এতিয়াও নকৰোঁ।
common_voice_as_22030355.mp3,তেওঁলোকক দেখিয়েই মণিয়ে তেওঁৰ চেষ্টা যে সফল হ'ল তাক বুজি ল'লে।
common_voice_as_22030361.mp3,"তেওঁৰ সন্দেহ নাথাকিল, তেতিয়া তেওঁ বৰাকেই কিবা এটা উপায় দিবলৈ খাটনি ধৰিলে।"
common_voice_as_22030514.mp3,তেওঁ মােক বাৰে চহৰে ভাওনা পতাৰ জাননী এখন আনি দিলেহি
common_voice_as_22030517.mp3,আৰু তেওঁৰ মনোবাঞ্চা পূৰণ হয়।
common_voice_as_22030521.mp3,ইতি কমলাকান্ত ভট্টাচাৰ্য
common_voice_as_22030528.mp3,"ৰজাই দেখি তেজাই বিনাই ক'লে- ""শুনা শুনা নৃপতি ৰজা"""
common_voice_as_22030649.mp3,সমনীয়া ল'ৰাবিলাকে লগ লাগি হাঁহি-খিকিন্দালি পাতিছে।
common_voice_as_22030651.mp3,"তেখেতৰ মতে, পৰ্তুগীজ নথিপত্ৰত এই অঞ্চলত এখন উপসাগৰৰ উল্লেখ আছিল।"
common_voice_as_22030653.mp3,শিৱসাগৰ অসমৰ শিৱসাগৰ জিলাৰ এখন গুৰুত্বপূৰ্ণ নগৰ আৰু জিলা সদৰ।
common_voice_as_22030657.mp3,এই সৌন্দৰ্য্যেৰে ভৰা পৃথিবীত জন্ম গ্ৰহণ কৰি দহজনৰ ভিতৰত এজন হ'বলৈ সমৰ্থ হৈছোঁ।
common_voice_as_22030660.mp3,তাৰ পিছত জংকি গুচি গ'ল।
common_voice_as_22030696.mp3,মুঠতে পদুম এতিয়া হেজাৰ গুণে পদুমী হ'ল।
common_voice_as_22030699.mp3,ফৰিঙৰ কাষ পাই গৰুৰ কিবা ভু ফৰিঙে দিব পাৰেনে বুলি ফৰিঙক সুধিলে।
common_voice_as_22030704.mp3,তই গ'লে পণ্ডিতে ধৰি ৰাখিব নোৱাৰে।
